stars;text;title;totalScore
5;?????? ?????????? ?????????. ?????????????? ??????????? ?????, ?? ? ?????????, ??? ??????????? ??????? ??????, ?.?. ??? ????????? ?????????. ? ???????? ??????? ?????? ???????????? ??????????????? ??????. ?????????,?????? ??????.  ????? ????????. ????? ?? ?????????? ????????? ???????? ???????( ??????? ?????????????? ??????), ?? ??? ???, ?? ??????? ?? ??? ???????( ?? ???? ???????).;Hofburg Wien;4,7
5;Es impresionante;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Sin duda su ubicaci�n y el palacio en si hace que sea una visita obligatoria en Viena, totalmente recomendable.;Hofburg Wien;4,7
5;Wenn man in Wien ist, muss man es gesehen haben.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Cela vaut le d�tour d�y passer ! Tr�s belle place et palais magnifique !;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Die Hofburg ist einfach sensationell und nicht nur einen Besuch wert! Es lassen sich bestimmt problemlos zwei volle Tage hier verbringen, wenn man alles erkunden will. Wir haben die Silberkammer, die Kaiserappartements, das Sisi-Museum sowie den Prunksaal der Nationalbibliothek besucht. Leider wurde die Silberkammer in meinem Reisef�hrer in zwei S�tzen abgehandelt, so dass ich nicht im Ansatz erahnt habe, wie umfangreich die Sammlung tats�chlich ist. Allerdings sind die G�nge eng und mit Rucksack wird es gelegentlich etwas  unhandlich. Dennoch lohnt es sich, hier ausreichend Zeit einzuplanen, denn die schiere Masse an Exponaten ist �berw�ltigend. Das Sisi-Museum �berzeugt ebenfalls mit einer unglaublichen F�lle an Gegenst�nden und Kleidungsst�cken von Elisabeth und vermittelt im Zusammenspiel mit den Audioguides einen tollen Eindruck von Elisabeths Leben. In den Kaiserappartements f�hlt man sich sofort in die Kaiserzeit zur�ckversetzt und hat das Gef�hl, dass jeden Augenblick eine Zofe um die n�chste Ecke huschen wird. Alles in allem wird die damalige Zeit sehr lebendig und anschaulich vermittelt, so dass auch interessierte Kinder ihre helle Freude an diesen Museen haben k�nnen. Das n�chste Highlight ist der Prunksaal der Nationalbibliothek. Hier fehlen mir einfach die Worte f�r so viel Sch�nheit und �sthetik. Er ist absolut sehenswert, ein Besuch der Hofburg bzw. Wien OHNE den Prunksaal Ost im Grunde grob fahrl�ssig. Allerdings muss man wissen, dass es keinen Aufzug gibt und der Aufstieg �ber breite, historische Treppen erfolgt. Wenn �ltere Personen also eine Verschnaufpause einlegen m�ssen, hat man Gelegenheit, auch dieses sch�ne Treppenhaus n�her zu betrachten.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Seher sch�n;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;Sehr sch�n;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;?????;Hofburg Wien;4,7
5;Fantastisch;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Beautiful;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Extremely beautiful, history is preserved well & it shows. The streets are more than awesome, and a stroll around the palace itself is quite refreshing.;Hofburg Wien;4,7
3;There are many more and interesting museums to visit in Vienna.I would recommend it if you are only interested in this kind of places.The gardens, although,are beautiful for a walk.;Hofburg Wien;4,7
2;Not worth the time neither your money. There are better museums to visit in Wien. If you have to time to kill then you can have a taste of royal richness.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Muss man mal gesehen haben;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;????'?????? ??? ????????????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;????? ???????? ?????, ??????? ????????? ????????, ????? ??????;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;O Hofburg, ou Pal�cio Imperial de Hofburg, � um grandioso pal�cio em Viena, �ustria. Tem as suas origens num castelo-fortaleza medieval, datado do s�culo XIII, sendo continuamente ampliado at� o in�cio do s�culo XX. Com mais de 2 600 salas e ocupando uma �rea de 20 hectares, a sua grandiosidade arquitect�nica e os seus grandes jardins dominam a paisagem da regi�o central de Viena. Actualmente, o vasto complexo abriga a Biblioteca Nacional Austr�aca, a Escola Espanhola de Equita��o, os gabinetes do presidente da �ustria e museus,;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;????????...;Hofburg Wien;4,7
5;Piazza pulita e suggestiva,  palazzo molto bello;Hofburg Wien;4,7
5;Sissi mi ha incantato;Hofburg Wien;4,7
5;???? ?????????? , ???? ???????;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Regale!!!!!;Hofburg Wien;4,7
5;A really pleasant palace. Almost into the city centre!;Hofburg Wien;4,7
4;Vienna butiful;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Sehr sch�n.;Hofburg Wien;4,7
5;???????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Experiencia muy recomendable;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Ancien palais imp�rial. Palais pr�sidentiel. Tr�s beau site avec un mus�e d�di� � l'imp�ratrice Sisi d'Autriche;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Magn�fico ponto de refer�ncia para visitar...;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;?????????????????;Hofburg Wien;4,7
4;Imposant;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Lieu historique, superbe;Hofburg Wien;4,7
5;Sehenswert;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;?????????????,?????????????, ????? ?????? ? ??????????.;Hofburg Wien;4,7
4;Unmachbar an einem Tag... nicht mal zu 20%... Habsburger Geschichte(n) ...Sissi muss man m�gen...ansonsten:besser auslassen;Hofburg Wien;4,7
5;Sehr interessant Geschichte live;Hofburg Wien;4,7
5;Genial;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;loved it;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Obowi?zkowo podczas zwiedzania Wiednia!!!;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Amazing place, I spend a half day there.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Festlich;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;S�per divertido;Hofburg Wien;4,7
5;"????? ???????)
?? ???))
????? ??? ????? ???????.";Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;Foarte faina ?i frumoasa;Hofburg Wien;4,7
4;Adamlar �lkelerini g��l� g�stermek i�in nerdeyse viyanan?n 1/4 ne imparatorluk saray? kurmu?.;Hofburg Wien;4,7
5;This is were the museum of Sisi's is, the building is beautiful and if you want to get a ride in the center by horse this is one of the place where you can do that;Hofburg Wien;4,7
5;Una bella esperienza, un museo stupendo per� con una storia molto triste, merita visitare questo palazzo quando siete a Vienna.;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;Wonderful!;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Echter kulturhistorischer Hotspot in Wien!;Hofburg Wien;4,7
5;Absolut sehenswert;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Gostei, � majestoso e � interessante ter que passar por dentro do pal�cio para apanhar outras rua;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;N�dhern� historick� s�dlo Habsburk? v centru V�dn?, muzea, sochy, to mus� bezpodm�ne?n? nav�t�vit, abys mohl pokra?ovat v prohl�dce m?sta;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Semplice e educativo;Hofburg Wien;4,7
5;"The Vienna Hofburg is one of the largest palace complexes in the world.
The oldest parts date from the 13th century, and construction continued into the 20th century.
The Hofburg was the residence and government center of the Habsburg emperors until 1918.
Today there are numerous museums with outstanding collections, the Spanish Riding School, a congress center, the seat of the Austrian Federal President and the historic Heldenplatz.";Hofburg Wien;4,7
5;Bello come tutta Vienna imperiale.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;????? ????? ???? ?? ?????? ?????;Hofburg Wien;4,7
5;?????? ????????? ?????, ?????????????? ?????????? ?????.??? ???????? ? ??????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Frumos.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;La Silver collection �s totalment prescindible. El museu de Sissi i les habitacions imperials son visita obligada. Hi ha audioguia en castell�. Surt a compte comprar el bitllet combinat si voleu anar a Schonbrunn.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Excellent palace!! The only sad things was the cars parking inside...;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Hofreitschule;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;???? ??????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;??????????;Hofburg Wien;4,7
4;"Tolles musical, tolles b�hnenbild. Alles wir gesungen, so gut wie nichts gesprochen. Fabelhafte sti
mmen";Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Traumhaft sch�n, immer wieder sehenswert.;Hofburg Wien;4,7
2;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Kompleks pa?acowy Habsburg�w. Konieczne do zwiedzenia b?d?c w Austrii.;Hofburg Wien;4,7
5;Es precioso merece la pena entrar;Hofburg Wien;4,7
5;Besichtigung der Hofreitschule.Eine Tradition seit 1565. Immer ein Erlebnis....;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Da  vedere;Hofburg Wien;4,7
5;Obowi?zkowy punkt zwiedzania w Wiedniu. Pi?kne widoki.;Hofburg Wien;4,7
5;"Wer zum ersten Mal Wien besucht ist es ein MUSS.
Empfehlenswert ist eine F�hrung.";Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;???????? ????? .??? ???????? ???????? ???????????? .????? ???? ???????? ?????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;the crown jewels were amazing;Hofburg Wien;4,7
5;Kihagyhatatlan.;Hofburg Wien;4,7
5;Historische Geb�ude;Hofburg Wien;4,7
5;????????? ??? ???? ?????, ??? ???????? ? ???????????? ??? ???? ????? ?????????? ?????...;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Would love to post beautiful photos but they are mixed up in my album.     Worth visiting;Hofburg Wien;4,7
5;Immer wieder sch�n;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Muy bonito;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;F�r jeden Wientouristen einen Besuch wert!;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Sehr sch�n;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;Magnifique;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;In the heart of a imperial city, Vienna, Hofburg palace it's full of great museums.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Sehr sch�n;Hofburg Wien;4,7
3;"??????? ?????? ????? ???????
? ??? ? ????????? ???? ????? ??????";Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Very nice place , historical place !;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Autriche super beau je vous recommande se voyage merci;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Fantastycznie;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Eine interessante Tour durch das Sissi Museum und die verschiedenen kaiserlichen R�umlichkeiten, begleitet mit einem Audioguide. Die Erkl�rungen sind nicht zu lang und spannend f�r den Zuh�rer. Kann es sehr weiter empfehlen!;Hofburg Wien;4,7
5;?????????????? ? ????? ???????????? ?????. ????? ????? ?? ???? ?? ?????? ???????.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;It's a magnificent place full of old Austrian empire splendor.;Hofburg Wien;4,7
5;Palazzo meraviglioso, uno dei pi� belli che abbia mai visitato, ricco di storia e pieno di cose da vedere, particolari che non in tutti i palazzi reali mostrano. Veramente incantevole. Consigliatissimo per chi � in visita a Vienna;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Grandeur asburgica;Hofburg Wien;4,7
5;???? ?? ??????? ??. ?????? ??????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Imperdible;Hofburg Wien;4,7
5;Tolle Burg, sehr sch�n;Hofburg Wien;4,7
5;Very informative time in Vienna;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
2;"????? ??????.
?? ???? ???????? ????? ??????? ???? ????? ?? ?????? ???????? ????? ?????.";Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;????????? ??????!;Hofburg Wien;4,7
5;Becs nagyon szep minimum 2 napos Gyor meguto ezt a szintet sopron es koszeg is csak kisebek;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Amazing and impressive. The architecture of the building is unsurpassed as well as of course its excellent condition. The sculptures that adorn the surrounding area deserve your attention. You must visit it.;Hofburg Wien;4,7
2;Ausgezeichnet  erhalten;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Very nice;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;Ein sehr sch�nes Schloss obwohl ich kein Barock Freund bin.Einen Stern weniger gibt es wegen der �bertriebenen langen  Wartezeit egal ob man ein Viennapass hatte eine Tour Gruppe  war oder ein normales Ticket hatte und das drau�en bei 0 Grad.Wir haben nicht mal beim Besuch des Vatikans so lange warten m�ssen.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;???????? ??????? ?????? ?????????? ??????? !;Hofburg Wien;4,7
5;Actually Sisi museum, worth to visit;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Sehr sch�n hier;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;???? ? ???? ? ?? ???????? ??????? ??? ??? ???? ? ??????? ? ?? ???????? ??????, ???? ? ?????? ? ?? ???????? ??????? ???????, ???? ? ???? ?? ???????? ???????. ??????????? ?????, ???????? ???????????. ???? ??????????;Hofburg Wien;4,7
4;??? ??;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Einfach nur wundersch�n;Hofburg Wien;4,7
5;Ist sehr sch�n;Hofburg Wien;4,7
5;Onde nasceu Leopoldina, nossa Imperatriz.;Hofburg Wien;4,7
5;Mooi;Hofburg Wien;4,7
5;Superb;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Twas a beautiful sight at night;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Super locul,te intoarce in timp constructiile si aleile.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Gro�artig;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;To visit specially after 5 pm to see the sunset;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Super f�r eine richtige Wiener Stadtf�hrung;Hofburg Wien;4,7
5;Fantastic!;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Die gesamte Hofburg, die dazugeh�rigen G�rten und das gesamte Drumherum garantieren einen Abstecher in die Vergangenheit. Eine wirklich sch�ne Anlage.;Hofburg Wien;4,7
4;Sehenswert;Hofburg Wien;4,7
5;"Die Wiener Hofburg ist ein gr��tes Palastkomplexe. Die �ltesten Elemente stammen aus dem 13. Jahrhundert, die gro�en Teile der Anlage wurden aber deutlich sp�ter gebaut. Die Hofburg war bis 1918 Residenz und Regierungszentrum der Habsburger-Kaiser. Heute befinden sich hier zahlreiche weltbekannte Museen.
Die Anlage ist sehr imposant. Leider war bei meinem Aufenthalt kein sch�nes Wetter, somit hat alles etwas tr�b ausgesehen.";Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;???? ???? ??????? ???? ???? ?? ????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Fand ich gut so.;Hofburg Wien;4,7
5;???? ?????? ? ???????. ??? ?????? ??? ??????, ??? ??? ????????.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Must see in Wien! Erinnert mich optisch an das Vittorio Emmanuele II. In Rom, beide wundersch�n;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Impresionante;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Sehr sch�n und imposant und interessant. Die  M�bel und fr�here Lebensweise haben mich fasziniert.;Hofburg Wien;4,7
5;One of my favorite buildings in Vienna. I don't know about the interior, but the exterior was beautiful.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Nice, quick stop with multiple architectural views.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
1;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Very interesting place, especially museum Sisi + royal appartmen;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Si vas a Viena, visita obligatoria. Audiogu�a en castellano. Predomina el mito Sisi.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Beeindruckend.  Atemberaubend.  Bei Tag und Nacht;Hofburg Wien;4,7
5;Immer wieder ein Besuch wert. Empfehlenswert;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Sehr imposant;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Impresionante;Hofburg Wien;4,7
5;Great place and detailed stuff. I really enjoyed during the tour. It is definitely worth to visit. I recommend you to buy combo tickets and you can visit other places, too.;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Richtig sch�n die Innenstadt von Wien.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;??????????? ?????, ???? ??? ??????, ??? ???????????? ? ????????? ?????? ? ?? ???????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Majestuoso.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Plater�a de la corte imperial, habitaciones imperiales y los aposentos de la emperatriz Isabel (Sisi) Recuerdos del esplendor de imperio Austro-Hungaro. Salimos sorprendidos por la magnitud del sitio y de las colecciones expuestas. En el mismo complejo de Hofburg tambi�n est� la escuela de equitaci�n y la biblioteca nacional de Austria.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Interesante.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;La residenza degli Asburgo ha un incredibile fascino grazie anche alla storia della Principessa Sissi e dell�imperatore Francesco. Nel complesso � possibile visitare le stanze private ascoltando con l�audio guida l�incredibile storia.. inoltre un museo dedicato alla storia di Sissi con costumi e cimeli vari, l�argenteria e tutti i pezzi che adornavano le incredibili tavole delle cerimonie dell epoca, una delle pi� prestigiose collezioni di gioielli e costumi, con tanto di corone preziose appartenute ai reali. Infine quasi collegata la splendida biblioteca nazionale.;Hofburg Wien;4,7
5;Sehr interessant, sehenswert;Hofburg Wien;4,7
4;SISSI;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;N�dhern� s�deln� pal�c Habsbursk� dynastie v centru V�dn?. Mohutn� n?koli-kak?�dl� stavba obklopena n�dhern�mi parky. V jednom z park? je mo�n� dokonce nav�t�vit, kr�sn�, star� sklen�k, dnes vyu��van� jako mot�l� d?m. Pal�cov� komplex je dnes z velk� ?�sti vyu��v�n pro galerii a muzea.;Hofburg Wien;4,7
5;Muss man gesehen haben;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Totul la Viena este la superlativ;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Beautiful and full of nice and interesting history;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Imposanter Bau, zieht sich ziemlich nach hinten zu den anderen Sehensw�rdigkeiten.;Hofburg Wien;4,7
4;Wundersch�n...;Hofburg Wien;4,7
5;Wir haben vor zwei Jahren eine F�hrung mitgemacht. Ich fand sie klasse.;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Por fuera precioso, l�stima que est� en obras por dentro y no se pueda visitar. Tocar� volver.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Super expozicia a vynikajuca moznost audiosprievodcu vo svetovych jazykoch.;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Amazing architecture in the heart of Vienna;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;War sehr sch�n..und interessant...s�nd nicht F�aker gefahren zu teuer und mir tun die  Pferde ?eid;Hofburg Wien;4,7
5;Przepi?kny pa?ac - warto zobaczy? i za dnia i w nocnym o?wietleniu.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Ok;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Un lloc impressionant.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Sehr sch�nes Geb�ude, die Hofreitschule ist ein Muss, das Morgen Training gibt einen ersten Eindruck;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Pflicht f�r einen Besuch in Wien.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;Prunk und Protz im Reich der Habsburger. Heute staunt man �ber den Gigantismus!;Hofburg Wien;4,7
5;Visita obligada en la capital austr�aca.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Diese Architektur ist einfach sehenswert.;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;A must to go to. Great views onto the city. Go there at night  it is more dramatic with buildings all lit up;Hofburg Wien;4,7
5;Mega! Wien ist immer ein Besuch wert.;Hofburg Wien;4,7
5;Mocn�?stv� m?lo sv� kouzlo, pam�tky a hlavn? stavby, na kter�ch se pod�leli i stavitel� z ?ech. Ur?it? stoj� za n�v�t?vu.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Colosal imagen de arquitectura y grandiosidad de lo que representaron seis siglos de aquel poderoso y suntuoso Imperio Austro-H�ngaro.;Hofburg Wien;4,7
5;Historisch;Hofburg Wien;4,7
5;Koniecznie warto zwiedzi?;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Architektoniczne cudo;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Ist immer einen Besuch wert;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Wspania?y obiekt , niestety aktualnie trwaj? prace remontowe i troch? szpec? ten fantastyczny obiekt.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Stupendo !! Ricordo indelebili, posto magnifico.;Hofburg Wien;4,7
5;Beeindruckend wie ganz Wien;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
