text;stars
Ich bin sprachlos! Als ich am Samstag gemeinsam mit meinen Freundinnen in den Praterdom gehen wollte bin ich an der Gaderobe vorbei gegangen und der Security hat mich zur Seite gezogen und mir gesagt ich muss mich ausziehen, auf eine sehr unfreundliche Art! Ich hab ihm gesagt das ich meinen Blazer nicht ausziehen und abgeben m?chte weil mir nicht warm ist und ich mich sonst unwohl und zu nackt f?hle... er akzeptierte kein Nein und meinte entweder ich zieh mich jetzt aus oder gehe, weil hier bestimmt er! Eine Frechheit wie man im Jahr 2022 von einem m?nnlichen Security als Frau behandelt wird, definitiv mein letztes Mal im Praterdom.;1
;4
;5
;5
Waste of time. There is other places with much better team and service. Door man said to my face you are Jewish so you are not welcome. Sad place with sad perspective.;1
;4
;4
;4
It's quite ok.;4
Das Personal ist aggressiv, genervt und sehr unh?flich!;1
;4
;1
Mega unfreundliches Personal, wurden nicht reingelassen und es wurde uns auch kein Grund genannt. Gehts da nicht hin !!!!!!!!!!! Au?erdem mega rassistisch. Schlechtester Club in ganz Wien;1
Fand ich wirklich sehr schlecht. Vorallem die Musik war in keinem Raum irgendwie ansprechent. Gab auch viele traurige Lieder die die Stimmung extrem runterziehen. Fad und keine richtige stimmung! Einmal und nie wieder;1
Schwarzlicht Event naja Bier 5 ? Musik naja.;2
Italiani a cui piace fare serata, andateci assolutamente  una delle migliori serate della mia vita;5
P?kn? m?sto pro rodinn? v?let a z?bavu.;5
;4
One of the best party experiences. Open only on Friday and Saturday night. From mignight to 6am. Friday entry is 10 euros and on Saturday entry is 13 euros. Its totally worth paying this amount to enter the venue. There are various sections playing different kind of music so you can party at the section where you like the music better. Great overall vibe n place.;5
;5
Gro?, viele stages, okaye Preise;4
;5
;4
Mega!!! hab meine Party dort gefeiert mit zwei Tischreservierungen, weil wir Zuviel Leute waren, haben wirklich sehr freundlich alles organisiert damit wir alle zusammen in der Lounge sind, danke nochmal! Feier wieder bei euch.;5
;5
Thiss is the most racist place in Austria they have learned nothing from their own history of systematic racism and it still prevails in their society. The chief of security is one of the most racist persons I have come across. Champions of human rights failed to provide the very principles they stand for in their own capital .;1
Ich verstehe nicht warum alle T?rsteher aus Wien denken sie sind was man kommt ?berall rein aber in Wien fast unm?glich und das ist wirklich traurig;1
They don?t accepted cash. Ridiculous staff. Never agian.;1
100 von 10;5
;4
Il top, discoteca stupenda con varie sale e generi diversi di musica, ci sono molti bar e la fila ? sempre poca, il costo di entrata ? veramente molto basso rispetto ad una tipica discoteca italiana;5
;4
;4
;4
;5
;5
Ich habe die Kommentare von vor 4 Jahren gelesen und sehe, dass sich bis jetzt nichts ge?ndert hat. Dies ist das erste Mal, dass ich eine solche Einstellung gegen?ber Kunden sehe, insbesondere gegen?ber dem Wachmann, sie erlauben sich zu viel, sie d?rfen nicht.und racist;1
Zu viele Leute Musik ?berteuert zuviel schlechte Leute;2
;1
;1
The bouncers are very agressive, it s best to hesitate.;1
"Sehr schlechte Bedienung...
Gestern waren wir in der praterdome Club
Die Kellnerin hat uns eine Tisch im VIP Bereich ohne Reservierung sie sagt uns ob wir einen Flasche vodca kaufen denn den Tisch geh?rt uns nach 30 Minuten sie kommt mit ein bouncer sagt sie k?nnen nicht her bleiben und sie sagt sie hat uns nicht gesehen und die bouncer war sehr frech und hat meinen Frau Tasche auf den Boden gewertet
Die Kellnerin hat der Betrag von 120? und die Rechnung war 108
Ohne return den Rest

Wir kommen nie wieder dort
Meine Empfehlung f?r dich Sie haben sehr gute Club aber sehr schlechte Mitarbeitern";1
190? weg und nicht mal der t?rsteher hat denn kontrolliert der was es gehabt hat Schade gehe nie wieder in denn praterdom hab jetzt 75? schulden in praterdom sehr sch?n hat sich ausgezahlt der arbend;1
;4
;5
Bester club in dem ich je war;5
;1
;4
;4
;1
;4
Eine Sehensw?rdigkeit in Wien die man sehen muss. Tolle Fahrgesch?fte und Essen zu normalen Preisen;5
;3
Sheeesshhh;5
;5
"Generell sehr nicer Club, errinnert mich stark ans A1 in Linz, oder das Empire in St.Martin nur etwas gr??er.
Leute waren auch die meisten recht chillig und wollten eine gute Zeit haben.
Toiletten waren ?berraschen sauber.
Edit: Das letzte mal war der Dj auf der Main Stagje sehr sehr schlecht, werde nicht mehr kommen wenn er auflegt.";5
You can Make your mind Free and be Happy;5
"Wir sind in Jahr 2022
Aber sie haben immer noch nicht geschafft unrassistisch zu sein

Ich glaube Sie brauchen einen Integration Kurs nicht die Ausl?nder .
Obwohl ich die ?sterreichische Staatsb?rgerschaft habe

Aber das reicht eindeutig nicht aus, um nicht als rassistisch behandelt zu werden

Die Ausl?nder akzeptieren alle anderen
Nicht Sowie euch
Ich bin stolz auf meine schwarze Haare und woher ich komme

Ich will nicht blond Oder schwull sein um eure Club zu kommen

Sch?mt euch";1
Ochroniarze nie chc? wpu?ci? obcokrajowc?w.;1
;4
Met good lookin girl Nina there, hiphop dj ain t good though...;5
Events ab 16 kann man vergessen, nur kleine Kinder die sich nicht benehmen k?nnen. Alle anderen Events sind super, nur die Garderobe braucht ewig.;3
"Eintritt 13?
3 normale Getr?nke 30?
Die shots sind sowieso eine Frechheit.
Musik unglaublich schlecht egal wo man sich befindet.";2
;1
??????? ????, ???????? ????, ??.. ???? ??????. ?????? ?????? ????? ??? ? ?? ?????????? ???????????? ??????????, ????? ???? ??????, ????????? ??? ?????. ?????? ??????! ??? ??????? ????? ?????! ????????? ?? ????????? ???????, ????? ?????? ??? ?????? ? ??????? ????? ??????? ?????? ?????????????? ?? ???????. ? ????? ???? ????? ?? ????? ?????? ? ??????? ?????? ? ?? ??????-?? ????????. ?????? ????????? ?????, ??? ?? ??? ???! ?? ?? ?????? ??? ???? ? ??????? ?????.;2
T?re sehr seri?s man wird wie ein Freund behandelt  Barkeeper auch gut  Terrasse top;5
;3
Anfangs sch?n und gut, man bekommt eine Karte die man scannt wenn man Drinks nimmt. Am ende vorm gehen zahlt man die dann. Nur wurden mir 2 Drinks um jeweils 10 Euro dazu gerechnet plus Trinkgeld was ich selber nicht angegeben habe, also hab ich 25 Euro mehr gezahlt als ich eigentlich konsumiert habe. Nice Abzocke. Am besten nicht hingehen;1
;5
one of the biggest clubs, different rooms with different types of music for everyone, many bar locations to get a drink but quite expensive and too hot inside.;4
Von T?rsteher nur abgelehnt werden ohne Grund, die geh?ren dort entlassen;1
Hahahahaha man kann nur lachen, ich w?nsche den T?rstehern von diesem Club in Wien viel Gl?ck;1
"Hi:/
Ansich verspricht der dome eine tolle location! Jedoch ist jegliches personal eine Zumutung bez?glich der Grundrechten eines jeden ?sterreichers/?sterreicherin, wahnsinnig unprofessionell  sowie derma?en unfreundlich und diskriminierend!!! EINE EINDEUTIGES NEIN F?R JEDEN TOURISEN/WIENER";1
"Also ich habe angerufen und wollte wissen wann badmomzjay auftritt
Wurde 2 mal sofort Richtung Mailbox geschickt. Dann wollte sich mein Kollege bez?glich des heutigen Events erkunden und musste auch die Stimme der Mailbox kennen lernen. Keine Empfehlungen meinerseits!";1
Eine der gr??ten Clubs in ?sterreich. Viele R?ume mit verschiedene Musik. Besuchen es haupts?chlich Leute unter 22 Jahre alt;4
Unbelievable: this place is like a multiverse of parties! There's so many areas with different theme and music, no matter which type of person you are, you will have fun here: from super commercial music to 90's hits and more! Of course it is quite expensive but it's all worth it.;5
;3
Guter Club mit drei verschiedenen Dancefloors.;4
Hard to find friends once if you don't go together I side but doable. Good music and lights. The line outside moves fast;5
;5
Leider sehr fragw?rdige T?rsteher die einem leider den ganzen Abend geh?rig versauen k?nnen indem sie ihre Macht ausspielen - sehr niedriges Niveau;1
;5
;5
"They only put Techno music and wouldn?t accept recommendations of songs. It costed 13? without any drink (very expensive). People don?t arrive to the disco until midnight and leave arround 4 am.
However, we still had great fun and met many people. I would say it?s the best place to party in Vienna";3
;4
Sehr nicer org;5
Cooler Club,vor allem die raucherterasse ist mega nice. Das einzige was mich bisschen st?rt ist das zahlungssytem. Aber ansonsten wirklich zu empfehlen f?r einen leiwanden Abend.;4
;2
"?berf?llt,gef?hlt nur snobs unterwegs und achja ??berteuert!

22,80? f?r 2x Vodka Bull?ist bestimmt heiliger Vodka!

Securtiy f?hlen sich auch ?rger?

Fazit: Wien is gross und gibt bessere lokale,Prater Dome - nicht zu empfehlen.";1
;4
Mit dem Umbau einen nochmaligen Quantensprung hingelegt,  einfach nur Top !!;5
;4
"Allways worth a visit! Immer einen Besuch wert!

Disabled friendly. Mit Rollstuhl sind die Bereiche im 1.stock schwer zug?nglich, aber mit etwas geduld und viel freundlichkeit erreicht man auch diese. (Nat?rlich nicht alle 5 minuten rauf und runter m?glich, aber es gibt wenigstens die Option) in den main bereich kommt man jedoch barrierefrei.

Viel spa? und freude!";5
;5
;4
Stress an fast jeder Ecke. Die security arrogant und stress motiviert.;2
"Only upside is that it is a big club with several music rooms and bars so everyone can choose what they want to listen to and there were no big queues although the club was quite crowded.
Now for the downsides. The prices are very high and from what I have heard, the barmans tend to give drinks more expensive to foreigners. It didn?t happen to me as far as I know. There were a lot of people so dancing without constantly being pushed to someone wasn?t possible which is to be expected in club in center of Vienna. But the thing that really upset me is that when we came into the club, they wouldn?t let us take bottle of drink inside even though we wanted to put it in a cloakroom in a bag and leave it there until we leave the club. However, the bouncers told us they would take it and keep an eye on it and return it to us when we leave. When we were leaving the bouncers told us they don?t remember anything about our bottles and that they don?t have them anymore. They were rude and told us to leave and go to sleep. Not coming back again after this experience.";1
War zwar ganz nett, aber zum Schluss wurde mein Freund grundlos rausgeworfen und ich hab eine von der Security kassiert;3
;5
"Club war recht voll, am Anfang war nicht klar wie das mit dem Bezahlen von den Drinks bei den Bars ist. Es gibt meines Wissens nach auch keine Karte wo ?berhaupt Preise und Getr?nke draufstehen, bisschen sketchy das ganze System, weil es auf jeden Fall viel zu teuer ist. Obwohl wir eine Reservierung f?r einen Tisch hatten und die Dame an der Kassa gesagt hat die Best?tigung ist echt, hat sie einfach gemeint das gibt's bei ihr nicht und deshalb haben wir halt keinen Tisch. Wir waren dann in diesem Raucherbereich ohne Dach, drinnen war es sowieso viel zu hei?. Also eh besser wenn wir nicht da bei einem Tisch sein mussten.

Die anderen Besucher waren voll nett, besser als erwartet. Beim rausgehen hat es sich oben auf dem Gang voll gedr?ngt, das war ungut, weil die Betrunken von hinten angeschoben haben und mittig wurds ziemlich eng. (Das war glaub ich auf der H?he vom Klo, gesehen hab ich gar nix in der Menge in dem viel zu schmalen Gang)

TL;DR Eigentlich ganz ok, aber ?berteuert und zu viele Menschen auf schmalen Verbindungswegen";3
Leider war mein besuch nicht ganz so nice;2
"10? Eintritt als ""one way Ticket"" finde ich etwas ?bertrieben. Die Musik ist Geschmackssache aber eine Spotify Playlist w?rde wahrscheinlich einen DJ einsparen";3
"Ur geschmeidig und keine kleinen Kinder, die sich zu Tode saufen
Ois in oim, sauber und edel";5
Super Club, tolle Raucher-Terrasse allerdings sind die Longdrinks etwas teuer.;4
;5
;5
;4
;5
If you are a person of colour prepare to be embarrassed by unwarranted searches while all others trickle in with no questions asked. It feels as though security is tasked to make sure that people of colour are supposed to feel welcome and with me they have succeeded. The good music and nice atmosphere is spoilt by the security there.;1
;5
;4
;5
The place is ok. We didn?t wait in the line at all. Despite the reviews, all staff was nice and professional. You can leave your staff at the coat check for 2?, the entrance in the club was 10? and you get a card for drinks, which you will pay before leaving (check before how much the bartender charges on the card, or you can end up with a spicy bill). The prices are normal for a club and for Wien prices. There are 3 stages: latino/german music, techno/rave and hip-hop. You are not allowed to smoke inside, not even vape, but there is a spacious rooftop as a smoking area. Really good experience but I would enhance a bit the security when it comes to underage kids (too many of them?).;4
;1
Insgesamt ein wilder schuppen.;2
A very large music club. Different music, several music rooms, everyone will find something for themselves. Lack of air conditioning is the only downside of this place, a man leaves there as if to take a shower, it's so hot.;2
;4
;5
Schwarzlicht schlange sehr lang. Zu viele Leute. Sehr unprofessionall;1
T?rsteher sehr ?sterreich feindliche Leute lassen keine ?sterreicher hinnein diskriminierung gegen das eigene Volk unglaublich!!!!!;1
Die T?rsteher bekommen anscheinend zu wenig Loch somit m?ssen sie deren Frust an anderen rauslassen. F?hlen sich bissl zu wichtig;1
Sehr unsympathische T?rsteher!!;1
"Absolut schlecht!
- Musik schlecht
- Sau hei?
- T?rsteher muss seine Machtposition ausleben
- ?berteuert
- OneWay (du kannst nicht raus und wieder rein)
- Garderobe kostet extra
- Getr?nke m?ssen alle weggeschmissen werden
- 500m Schlange
- Taschendurchsuchung ist super unangenehm und sie durchsuchen jede Kleinigkeit";1
;1
"mega rasisstisch.
ich komme aus ?sterreich, aber ein studentenkollege der geburtstag hatte wollte mitkommen- jeder von uns ist reingekommen au?er er! er war am besten angezogen (hatte sogar sonntagskleidung an!) habe extra 2 mal eintritt gezahlt um ihm rein zu ?helfen? als m?dchen und trotzdem lie?en sie nur mich alleine rein. sry aber dass sowas noch 2022 passiert? peinlich. habe mich so f?r den club gesch?mft.";1
Wir waren zu 15- da. Sie haben alle reingelassen, bis auf einen, der aus Syrien war. 0/5 Sternen. Sowas von rassistisch. Vor allem war er am elegantesten Gekleidet. Einfach respektlos. Ich k?nnt im Krankenhaus auch nicht sagen, dass  ich denjenigen nicht behandle. So etwas krankes Habe ich noxh nie erlebt. Zudem hat einenFreundin extra 2x gezahlt, um den Freund aus Syrien hineinzubringen und dann durfte sie Selbst nicht rein. So Respektlos Menschen habe ich noch nie kennengelernt;1
;1
So ein behinderter T?rsteher ich empfehle es nicht am liebsten 0 sterne;1
;5
;3
;5
Mehrere Floors daher f?r jeden was dabei, Klientel ist immer bunt durchgemischt, habe bis jetzt noch keine schlechten Erfahrungen gemacht.;4
Security ist freundlich. Keine Wartezeiten bezahlsysthem ist gut leider etwas teuer und nur oneway Tickets;4
;5
;5
"Wenn ich k?nnte w?rde ich 0 Sterne geben. Au?er der Location ist der ganze Club M?ll. T?rsteher sind komplett unh?flich und arrogant. Ich habe gestern schon bezahlt und musste nochmal rein weil meine Freundin nicht bezahlen konnte aber der Security Mitarbeiter hat mich nicht mehr zur?ck gelassen und mich sofort angepackt und weg gezerrt. Nach minutenlanger Diskussion ist ein weiterer sehr unh?flicher Mitarbeiter gekommen und ich konnte endlich rein. Eine Frechheit so mit zahlenden G?sten umzugehen.

Nach dem Umbau gibt es zudem die Trinkautomaten nicht mehr und man muss ewig an der Bar anstehen.

Ist leider nicht das erste mal dass ich Probleme mit Mitarbeitern oder T?rstehern hatte weil irgendwas nicht gepasst hat.

Leider nicht weiterzuempfehlen. Ich w?nsche dem Club nur das schlechteste....";1
;5
War ganz cool, erst ab 12:00 belebt.;4
Security doesn?t speak English. Racists who won?t let you in if you are not Austrian.;1
Sind aus Tirol angereist und wurden ohne Grund von den T?rstehern abgewiesen auf Nachfrage weshalb wir nicht genommen werden gab es keine Auskunft;1
Geben mir keine Karte, aber verlangen beim Checkout 50? f?r eine Karte, die mir nie gegeben wurde.;1
?berwiegend gute Luft sch?ne Bar nette Menschen;3
Sehr sch?nes Ambiente, sehr zuvorkommende Kellner, Top-Auswahl an Alkohol vorallem Champagner, gute Musik;4
El sitio es grande y no est? mal, pero te intentan timar por todos lados. La entrada es excesiva, la m?sica deja bastante que desear, y por nada del mundo perd?is el ticket del ropero, porque os hacen pagar otros 10 euros a cambio de recoger vuestra propia ropa. Estafa.;1
;1
;1
One guy pushed my at the club and I told him could you please stop pushed me, this gue pushed me so strong, but the security he grabbed my hand tightly. It wasn?t my blame that someone pushes me rudely and I took reaction of that, but the seciurity stood on the man's side.;1
Extremely racist!!!! I went there today and there were  no problems with my id, they simply refused my entry and did not explain why, when i asked them the security guards became extremely rude and refused to talk to me, it was 2 of them, one bearded guy with glasses and another bald one. When i called the head of security he said ?they don?t do this job for fun? but that doesent mean that they can be rude! Not to mention they were only allowing white people in, everyone that was blocked entry was not native, me being latino.;1
;1
;1
;5
;1
Sehr cooler club mit grossen verschiedenen Dancefloors sowie huter Musik. Dies war der einzige Club in Wien in dem ich war. Leute waren sehr nett, die Preise ganz ok.;5
;5
;5
;4
Never seen staff that?s more unfriendly very unprofessional, rude and unorganized;1
;1
;1
War nicht viel los und trotzdem werden wir nicht reingelassen..;1
schlecht;1
;1
Sehr schlechte T?rsteher;1
;1
Sehr rassistisch..trotz einer weiblicher Begleitung wurden wir nicht reingelassen und der Grund wird uns nicht mal gesagt. Aber Hauptsache jungsgruppen lassen sie rein und l?gen uns ins Gesicht, dass sie keine Jungsgruppen reinlassen k?nnen. Nicht empfehlenswert! 14.05.2022;1
;1
;1
Der Inhaber schie?t sich selber in den Bein mit diesen T?rsteher oder seinem rassistischen Politik, obwohl nichts los ist, 0 Warteschlange werden viele nicht reingelassen, nie wieder. Kann ich auch niemandem empfehlen. Die T?rsteher antworten nicht Mal, wenn man fragt wieso man nicht reindarf..;1
;1
;1
;5
War nice;5
"If your up for an amazing night out, this is the place! It has a dance floor with ""German"" hits, one with HipHop, a regular pretty cosy bar and a huge dance floor ""main stage"". The Prater Dome is huge! A bit expensive, but for one night only wort it!";5
Honestly the best club I've ever been to! It is 10 euro to get in, we didn't have to queue, we did have to put down our coats (2 euro), they won't let you in if you don't do that. You get a card that you use as a tap card at the bar and pay for everything when you leave (pretty dangerous game), drinks are quite expensive, but the place is insane! Great dj, music, we didn't meet or see any weirdos, you have space to dance. It was fantastic!!!;5
"Ziemlich rassitischer Laden. Trotz weiblicher Begleitung und einem sehr guten Kleidungsstil sind wir nicht reingekommen. Unser ""wei?er"" Kollege ist mit Cappy und kurzer Hose in den Club gekommen. Ab jetzt werde ich nen gro?en Bogen um solche L?den machen.";1
Die T?rsteher machen nur stress und glauben die sind Vin Diesel mit ihren 7.50? die Stunde;1
"First, the security guy couldn't let us in for reasons unknown, but inside was fine.
There is a choice for those who like Tekno music and another side for those who like more urban American style music. Also another one in the basement.

3 stara cuz I'm not sure the no entry thing was racially motivated but overall a nice place.";3
;5
Pire discotheque de Vienne ! Vous payez ? l'entr?e et ? la sortie. Service vraiment pas digne d'un ?tablissement de nuit. D?cor jolie mais ne vaut pas le coup d'y entrer. Je d?conseille fortement.;1
;4
?????? ???? ????? ??? ??;3
Beste Gro?raum Disco in Wien. Vielleicht sogar in ganz ?sterreich.;5
;5
;2
;5
Ein sehr nettes Team!  Immer wieder gerne.;5
"Dome is Home, auch wenn die Getr?nke bissl teuer sind.
bestellts einfach 2x 2cl Vodka und 1 Redbull (am besten das gelbe, trust me) und mischts es in ein gro?es glas, dann habts 2 Vodkabull f?r 11? statt 24 odaso";5
Mein Lieblingsclub! Bin da gerne und oft. T?rsteher begegnen einem mit Respekt. Und das Ambiente ist super. F?r jeden Geschmack was dabei!;5
;3
;1
Unkopetentes Personal und Club;1
;5
Leider manchmal unfreundliche Security;3
I liked the atmosphere and that's it. The entry ticket is expensive and then the drinks as well. Two of the DJ were horrible  I couldn't listen to that music. We basically stayed there until 5am just because of the money we paid...  Maybe if they raise the price of the entry ticket a bit and lower the prices of the drinks and meals, slightly more people will go there and buy more drinks. That's my advice to this pub.;2
;4
;5
;1
fun factory;5
Dome is home;5
;1
"Mehr schein als sein, es werden tats?chlich keine Ausl?nder reingelassen war am Freitag schon drinnen aber am n?chsten Tag stand ich hinter einer ausl?ndischen Gruppe,  ein t?rsteher der wie ein riesen Baby ausgesehen hat und dachte er w?rde so viel wie ein Fu?ballspieler verdienen, dachte wohl ich w?rde dazugeh?ren und hat mich nicht reingelassen oh man, hatte keine lusst auf Diskussionen in dem moment und bin eigl auch nicht so was ich jetzt sage...
Aber der Chef h?tte es bestimmt nicht gern gesehen wenn jemand mit einer passablen Leder Jacke und einer roli nicht reingelassen wird

Ihr seid kein p1 und werdet es auch nie sein daf?r werden einfach zu viele Gruppen reingelassen die nur gedulded werden damit man den Eindruck macht es w?ren viele H?hner im Stall und bei den Preisen m?sste das riesenbaby eigl noch meine Eier kraulen";1
;5
"Freundliches Personal, 3 Floors: HipHop-RnB / Apreski-Austropop-H?ttengaudi / Typische Clubbing Musik die es eh fast ?berall spielt.
Man zahlt dort mit einer Karte welche ein Limit von 50? hat, wenn das erreicht ist muss man kurz zur Kasse und das Geld quasi abbezahlen, ist etwas gew?hnungsbed?rftig aber nicht weiter schlimm.";5
Ich war wirklich entt?uscht, war nach 2 Jahren das erste mal wieder da und es ist leider nicht mehr wie es fr?her war. Wirklich schade darum.;2
;1
;5
"War schon ?fter im Praterdome, weil es mir sonst immer Spa? gemacht hat in dem Club und ich zudem nie Probleme hatte reinzukommen. Am Samstag wollten wir wie gewohnt wiedermal vorbeischauen, als die T?rsteher uns gesagt haben, dass ""heute niemand mehr reinkommt, weil es zu voll ist.""

Nat?rlich haben wir das akzeptiert, bis ich gesehen habe dass der b?rtige T?rsteher mit Brille einfach nach uns eine Gruppe reingelassen hat. Als ihm nach dem Grund gefragt habe, ist er gleich unfreundlich geworden und hat mich nur von oben bis unten komplett arrogant angeschaut. Mir ist zudem aufgefallen, dass hinter mir auch paar Leute nicht reingekommen sind, die alle samt ausl?ndisch ausgeschaut haben. Auch ich und meine Freunde schaun leicht ausl?ndisch aus, obwohl die H?lfte von uns es nicht sind, was nat?rlich keine Rolle spielen sollte. Die Leute, die er reingelassen hat waren so nebenbei alle mit hellerem Hauttyp :)

Ich hab ihm nochmal gefragt, ob es was mit unserem Aussehen zu tun hat und er nur so ""Kann sein."" Also sorry aber in dem Club werd ich sicher nicht mehr reingehen, ich wei? nicht ob diese rassistische Anordnung vom Besitzer kommt oder ob es nur die T?rsteher sind. Ich w?rde jedem raten nicht hinzugehen, weil sich das echt keiner gefallen lassen sollte bzw. es notwendig hat diskriminiert zu werden.";1
;3
Thiss is the most racist place in Austria they have learned nothing from their own history of systematic racism and it still prevails in their society. The chief of security is one of the most racist persons I have come across. Champions of human rights failed to provide the very principles they stand for in their own capital.;1
;1
Von der kurzhaarigen T?rsteherin nicht reingelassen worden.Trotz ad?quatem und h?flichem Auftreten war es wohl doch zu gef?hrlich, zwei T?rken in den Club zu lassen. Muss wohl Zufall sein.;1
Wirklich toll.;5
Echt top!;5
;4
;5
"Super bo?te mais arnaque comme rarement vu!
Ils ne vous pr?viennent pas qu?? l?entr?e on vous donne une carte sur laquelle 50? sont inscrit et que VOUS DEVREZ REMBOURSER en sortant! Donc forc?ment ?a fait tout dr?le de sortir avec 50? de facture quand on ne vous pr?viens pas?
Je d?conseille sauf si vous ?tes Rothschild?
Ne perdez pas cette fameuse carte sinon c?est 150?, oui un bout de plastique co?te cher de nos jours?";1
Very Bad DJ- the music was  unatractive and of irregular quality. High entry fee and very high drink prices. Nice Interieur, but Bad music mix kills it. Staff was uncaring to help with problems. Do not visit, or drink in beforehand.;1
;3
Normale Club-Preise sowohl beim Eintritt als auch bei den Getr?nken. Verschiedene Floors bieten Abwechslung und es l?uft gute Musik. Au?erdem nicht zu voll, sodass man auch tanzen kann. Absolute Empfehlung!;5
"Habe f?r letzte woche ein tisch f?r 4 personen reserviert waren aber nur zu 2weit. Security dachte das ich joke und hat uns nicht reingelassen. Eins habe ich verstanden praterdome geht es nicht um umsatz.
Qualit?t gegen?ber guantit?t.
Sind danach in ein anderen club gegangen tya
Succ ma diik praterdome";1
Most popular club in Vienna, with few halls with different music! Enjoyed it!;5
Garderoben Mitarbeiter stehlen Wertgegenst?nde und die Kellner buchen sich ungefragt Trinkgeld auf die Karte. Aufpassen !!! Und immer eine Rechnung verlangen;1
;4
Dieser Club prinzipiell sehr gut nur leider gibt es manchmal Leute die einfach nur Stress suchen und so die Stimmung zerst?ren.;3
eigentlich a geiler club ober dann willsch uans trinken und dor drecks barceeper sog uanfoch lei i soll di gosch heben. Fahls i zohl 15? inhritt und der ungebildete rotzleffl versteat net wia man geld verdiant..de spasstn megs es unstelln in boudn putzen und a poor gscheide leit die getr?nke verkaufen diocane;1
Richtig gute Location mit gutem internen Zahlsystem. Der Eintritt war daf?r auch vollkommen oke. Innen 4 Clubs mit verschiedener Musik, Raucherbereich innerhalb mit Bar und Essm?glichkeit bis in die Nacht. Perfektes vortgehprogram in Wien;5
"Technisch, Taktisch, Mental ein einziges Defizit!
Nein ernsthaft ?berall nur nicht hier!";1
"Das neue Bezahlsystem ist einfach nur ne komplette Katastrophe!
Das Personal ist ebenfalls sehr schlecht geworden, unh?flich und inkompetent!";1
The staff was remarkably gentle;5
"Rude bouncer
Especially for male tourist
They don't publish their dress code
And don't value personal space
Even if you are polite";1
;1
Der glatzkopf bei der T?r, nervig wie immer;2
;2
Omg so ein unf?higer Laden bitte nicht gehen;1
;1
;1
It's alright.;3
This place is awesome! We did not wait in line for too long and met great people on the way. Inside on the dance floor I got festival vibes. You can go to different stages offering great variety in music genres. Very nice also and important is the snack and chill out area. You can truly relax there. A bit pricy but that is okay for a night out.;4
;5
;5
;1
they didn't let us in, they didn't even want to say why we traveled 5 hours from Poland especially to this club, my leg will never not be in Vienna any more;1
Ich kann nicht einmal in meiner eigener Stadt in einem besche?enen Club reingehen. so ein frechheit;1
Wenn du Ausl?nder Bist, genauer gesagt Aus Afghanistan, syrien, iran und so weiter... komm einfach nicht hier die werden dir den Abend versauen. Die T?rstehern sind die gr??te H#renkinda. ich frage mich warum keiner diesen Club wegen Menschen Diskriminierung angezeigt hat.;1
The security guard were racists. They were only letting in if you have Austrian Passport. I will never go there again;1
;5
"Die Leute im Club waren angenehm.
Hat mich gestern aber komplett aufgeregt, dass ich 10 Euro zahlen musste, weil die Garderobenmitarbeiter meinen Zettel verschlampt haben. Foto vom Zettel hat nat?rlich auch nichts gebracht, komplette Frechheit. Soll scheinbar nicht nur bei mir vorgekommen sein, dass die Mitarbeiter den Zettel einfach wegwerfen und dann sagen man h?tte nichts abgegeben. So viel Geld habe ich als Student nun auch nicht...";1
;5
"Ich war fr?her ?fters hier, doch das Niveau hat sich nach Corona deutlich verschlechtert. Zusammen mit meiner Freundin haben wir ?ber 50? Getr?nke konsumiert und der Barkeeper war nicht bereit uns zwei Gl?ser Leitungswasser auszuschenken. Ich verstehe, dass sie hier auch einen Umsatz generieren wollen, aber dennoch sollte man zahlenden Kunden auch ein Wasser anbieten. Der indische Barkeeper war sehr unsympathisch und hat gleich gesagt wir sollen zur Information gehen und ihn in Ruhe lassen. Dort wurde uns mitgeteilt, dass es aufgrund des fallenden Umsatzes nicht gestattet ist kostenlos Leitungswasser auszuschenken. Das verstehe ich absolut nicht, da wir eh mehr als genug Getr?nke zu sehr teuren Preisen konsumiert haben.
W?hrend ich diese Rezension geschrieben habe, stand ich in der Schlange beim Gaderobenservice vor dem Ausgang. Personen warten hier eine Stunde und l?nger um ihre Jacken zu bekommen. Hauptgrund daf?r ist, dass am Personal gespart wird und viel zu wenige Personen f?r das Garderobenservice zust?ndig sind :(
Die verschiedenen Floors und die Musik sind gut, jedoch haben diese Aktionen den Abend verdorben. Sehr schade...";1
;5
;1
Willst du Party machen dann bist du hier genau richtig;5
Eintritt ??bel teuer daf?r dass man sich ??bel lang anstellt und dann noch ??bel viel f?r ?bel wenig alk zahlt und ??bel lang auf die Jacke warten muss. Von einem wirtschaftlichen Totalschaden ist bei diesem Club auf jeden Fall auszugehen.;1
;1
;1
;5
Eine Frechheit fas 3 Jahre wieder  mal  feiern wollen sagt mir der so genannte security Mitarbeiter das ich zu betrunken bin 10 Minuten sp?ter  meint er das es zu voll is is w?hrendesn verlassen gef?hlt 20 Personen den Club als och versuchte den mit mitarbeiter darauf anzusprechen ignoriert er es komplett und meinte ich soll es morgen oder n?chste Woche versuchen nach dem ich meinte das ich spazieren geh6ob  wohl ich nicht mal betrunken war so arrogant und das als minderwertige sichheitsbeauftragter so eines nach Nachtclubs echt traurig..;1
;5
Without Austrian no one else can?t enter.;1
;1
;5
;3
;5
;5
Wahnsinnig gro?. Muss man gesehen haben;5
;4
Good club, fair prices and great party;5
;5
;5
